productId,sku,brand,name,categoryIds,shortDescription,description,imageType,imageIndex,targetPath,fileName,searchQuery,url,status,notes
30,LOG-MX-KEYS-S,Logitech,Logitech MX Keys S,keyboards|tablets,Low-profile wireless keyboard for productivity across multiple devices.,"MX Keys S offers precise typing, smart backlighting, and easy switching between desktops and tablets.",main,0,techware-api/imgs/p030/main.jpg,main.jpg,Logitech Logitech MX Keys S official product photo Low-profile wireless keyboard for productivity across multiple devices. keyboards tablets,"https://m.media-amazon.com/images/I/61yqObwz32L._AC_UF1000,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
31,KEY-K2PRO-RGB,Keychron,Keychron K2 Pro,keyboards|cables,Compact wireless mechanical keyboard with QMK/VIA customization.,Keychron K2 Pro is a versatile 75% keyboard with hot-swappable options and strong cross-platform support.,main,0,techware-api/imgs/p031/main.jpg,main.jpg,Keychron Keychron K2 Pro official product photo Compact wireless mechanical keyboard with QMK/VIA customization. keyboards cables,https://hivetec.mk/wp-content/uploads/2024/09/k2p-h2.jpg,approved,Use official brand product page or press kit image URL.
31,KEY-K2PRO-RGB,Keychron,Keychron K2 Pro,keyboards|cables,Compact wireless mechanical keyboard with QMK/VIA customization.,Keychron K2 Pro is a versatile 75% keyboard with hot-swappable options and strong cross-platform support.,gallery,1,techware-api/imgs/p031/g1.jpg,g1.jpg,Keychron Keychron K2 Pro official gallery photo Compact wireless mechanical keyboard with QMK/VIA customization. keyboards cables,https://i.ytimg.com/vi/ChdgOJa-PYQ/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLApJPWtc35f54uV-WEsjf7f-ATDzw,approved,Use official brand product page or press kit image URL.
32,COR-K70-CORE,Corsair,Corsair K70 CORE,keyboards|components,Mechanical gaming keyboard with responsive switches and durable frame.,"Corsair K70 CORE offers reliable performance, customizable RGB, and robust build quality.",main,0,techware-api/imgs/p032/main.jpg,main.jpg,Corsair Corsair K70 CORE official product photo Mechanical gaming keyboard with responsive switches and durable frame. keyboards components,"https://m.media-amazon.com/images/I/81kMSyxh8+L._AC_UF894,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
33,LOG-MXMASTER3S,Logitech,Logitech MX Master 3S,mice|tablets,Ergonomic wireless mouse with precision sensor and quiet clicks.,MX Master 3S is a premium productivity mouse designed for comfortable long sessions and multi-device workflows.,main,0,techware-api/imgs/p033/main.jpg,main.jpg,Logitech Logitech MX Master 3S official product photo Ergonomic wireless mouse with precision sensor and quiet clicks. mice tablets,https://rbtechngames.com/wp-content/uploads/2023/03/rbtech_logitech_mxmaster3sg_5.webp,approved,Use official brand product page or press kit image URL.
33,LOG-MXMASTER3S,Logitech,Logitech MX Master 3S,mice|tablets,Ergonomic wireless mouse with precision sensor and quiet clicks.,MX Master 3S is a premium productivity mouse designed for comfortable long sessions and multi-device workflows.,gallery,1,techware-api/imgs/p033/g1.jpg,g1.jpg,Logitech Logitech MX Master 3S official gallery photo Ergonomic wireless mouse with precision sensor and quiet clicks. mice tablets,https://www.mastecnologia.com.ar/images/productos/17101.png,approved,Use official brand product page or press kit image URL.
34,RAZ-DA-V3PRO,Razer,Razer DeathAdder V3 Pro,mice|charging,Ultra-light wireless esports mouse with Focus Pro optical sensor.,"DeathAdder V3 Pro is tuned for competitive gaming with low weight, excellent shape, and top-tier sensor performance.",main,0,techware-api/imgs/p034/main.jpg,main.jpg,Razer Razer DeathAdder V3 Pro official product photo Ultra-light wireless esports mouse with Focus Pro optical sensor. mice charging,"https://m.media-amazon.com/images/I/71wNhcQ-wQL._AC_UF894,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
35,APL-MAGIC-MOUSE2,Apple,Apple Magic Mouse,mice|cables,Multi-touch wireless mouse with smooth gesture support for macOS.,Apple Magic Mouse provides gesture-based navigation and a minimalist design for Mac users.,main,0,techware-api/imgs/p035/main.jpg,main.jpg,Apple Apple Magic Mouse official product photo Multi-touch wireless mouse with smooth gesture support for macOS. mice cables,https://machollywood.com/cdn/shop/products/MLA02_1200x1200.jpeg?v=1566858411,approved,Use official brand product page or press kit image URL.
36,STS-RIVAL3-WL,SteelSeries,SteelSeries Rival 3 Wireless,mice|networking,Dual wireless gaming mouse with long battery life and responsive sensor.,"Rival 3 Wireless offers low-latency 2.4GHz mode, Bluetooth fallback, and excellent battery life.",main,0,techware-api/imgs/p036/main.jpg,main.jpg,SteelSeries SteelSeries Rival 3 Wireless official product photo Dual wireless gaming mouse with long battery life and responsive sensor. mice networking,https://m.media-amazon.com/images/I/61EcsZd+xFL._AC_SL1500_.jpg,approved,Use official brand product page or press kit image URL.
36,STS-RIVAL3-WL,SteelSeries,SteelSeries Rival 3 Wireless,mice|networking,Dual wireless gaming mouse with long battery life and responsive sensor.,"Rival 3 Wireless offers low-latency 2.4GHz mode, Bluetooth fallback, and excellent battery life.",gallery,1,techware-api/imgs/p036/g1.jpg,g1.jpg,SteelSeries SteelSeries Rival 3 Wireless official gallery photo Dual wireless gaming mouse with long battery life and responsive sensor. mice networking,"https://m.media-amazon.com/images/I/41bgs54v7CL._AC_UF894,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
37,MSC-SURFACE-P10,Microsoft,Microsoft Surface Pro 10,tablets|laptops|storage,2-in-1 tablet-laptop with detachable keyboard and touchscreen display.,Surface Pro 10 combines tablet flexibility with laptop productivity in a lightweight premium design.,main,0,techware-api/imgs/p037/main.jpg,main.jpg,Microsoft Microsoft Surface Pro 10 official product photo 2-in-1 tablet-laptop with detachable keyboard and touchscreen display. tablets laptops storage,https://cdn-dynmedia-1.microsoft.com/is/image/microsoftcorp/SPZ2B-Platinum-BB-00,approved,Use official brand product page or press kit image URL.
38,APL-IPADMINI-A17,Apple,Apple iPad mini,tablets|networking|smart-home,Compact high-performance tablet with support for Apple Pencil.,"iPad mini offers powerful performance in a compact form factor for reading, notes, and portable productivity.",main,0,techware-api/imgs/p038/main.jpg,main.jpg,Apple Apple iPad mini official product photo Compact high-performance tablet with support for Apple Pencil. tablets networking smart-home,https://static.insales-cdn.com/r/OfDIj0OP9bc/rs:fit:700:700:1/plain/images/products/1/7650/924777954/3.webp@webp,approved,Use official brand product page or press kit image URL.
38,APL-IPADMINI-A17,Apple,Apple iPad mini,tablets|networking|smart-home,Compact high-performance tablet with support for Apple Pencil.,"iPad mini offers powerful performance in a compact form factor for reading, notes, and portable productivity.",gallery,1,techware-api/imgs/p038/g1.jpg,g1.jpg,Apple Apple iPad mini official gallery photo Compact high-performance tablet with support for Apple Pencil. tablets networking smart-home,https://www.apple.com/euro/ipad-mini/f/screens_alt/images/overview/hero/fan__cyid3h2vl0wi_large.jpg,approved,Use official brand product page or press kit image URL.
39,GGL-NESTWIFIPRO-3,Google,Google Nest Wifi Pro (3-Pack),networking|smart-home|charging,Tri-band Wi-Fi 6E mesh routers for stable whole-home coverage.,Google Nest Wifi Pro (3-Pack) provides reliable whole-home Wi-Fi 6E coverage with simple setup and management through the Google Home app.,main,0,techware-api/imgs/p039/main.jpg,main.jpg,Google Google Nest Wifi Pro (3-Pack) official product photo Tri-band Wi-Fi 6E mesh routers for stable whole-home coverage. networking smart-home charging,https://productimages.microcenter.com/662606_535690_04_package_zoom.jpg,approved,Use official brand product page or press kit image URL.
40,SON-NWA306-32,Sony,Sony NW-A306 Walkman,storage|audio,Portable hi-res music player with expandable storage and Android OS.,Sony NW-A306 is a compact high-resolution digital audio player for dedicated music listening with local storage and streaming support.,main,0,techware-api/imgs/p040/main.jpg,main.jpg,Sony Sony NW-A306 Walkman official product photo Portable hi-res music player with expandable storage and Android OS. storage audio,https://sony.scene7.com/is/image/sonyglobalsolutions/NW-A300_Primary_image_1200x1200?$S7Product$&fmt=png-alpha,approved,Use official brand product page or press kit image URL.
40,SON-NWA306-32,Sony,Sony NW-A306 Walkman,storage|audio,Portable hi-res music player with expandable storage and Android OS.,Sony NW-A306 is a compact high-resolution digital audio player for dedicated music listening with local storage and streaming support.,gallery,1,techware-api/imgs/p040/g1.jpg,g1.jpg,Sony Sony NW-A306 Walkman official gallery photo Portable hi-res music player with expandable storage and Android OS. storage audio,https://sony.scene7.com/is/image/sonyglobalsolutions/NW-A300_Intro1_M?$productIntroPlatemobile$,approved,Use official brand product page or press kit image URL.
